Date,p1_test,p1_isolation,p1_quar,p1_infected,p1_recovered,p1_death
6/22/20,1419,41,2160,470,172,0
6/23/20,1479,41,2187,489,194,0
6/24/20,864,44,2201,502,222,0
6/25/20,1500,41,2190,518,222,0
6/26/20,2231,41,2252,534,244,0
6/27/20,1586,40,2256,549,313,0
6/28/20,1553,41,2209,580,313,0
6/29/20,1495,39,2190,583,314,0
6/30/20,1477,39,2173,595,336,0
7/1/20,1567,41,2107,623,424,0
7/2/20,1499,43,2069,636,430,0
7/3/20,1711,42,2009,674,480,0
7/4/20,1744,43,1987,686,480,0
7/5/20,1701,47,2019,694,488,0
7/6/20,1475,44,2001,710,504,0
7/7/20,1559,46,1988,720,522,0
7/8/20,1670,43,2069,738,540,0
7/9/20,1670,42,2032,740,540,0
7/10/20,1701,43,2103,744,544,0
7/11/20,2958,44,2055,757,549,0
7/12/20,847,42,2112,761,558,0
7/13/20,1715,41,2204,767,591,0
7/14/20,1794,40,2144,776,591,0
7/15/20,1663,41,2017,779,601,0
7/16/20,1704,40,1923,812,657,0
7/17/20,1704,40,1939,816,661,0
7/18/20,1740,40,1897,829,672,0
7/19/20,1798,39,1936,831,674,0
7/20/20,1919,40,2008,846,676,0
7/21/20,1869,39,2013,861,695,0
7/22/20,1805,39,1952,872,706,0
7/23/20,1817,39,2000,885,720,0
7/24/20,1906,39,1934,919,754,0
7/25/20,1906,39,1934,921,772,0
7/26/20,1811,39,1851,962,783,0
7/27/20,1847,41,1857,962,797,0
7/28/20,1960,40,1743,984,819,0
7/29/20,1876,39,1644,993,828,0
7/30/20,1876,39,1644,1004,839,1
7/31/20,1930,39,1642,1032,867,1
8/1/20,1872,39,1655,1060,895,1
8/2/20,1945,39,1615,1088,923,1
8/3/20,1945,39,1635,1144,979,1
8/4/20,1987,39,1656,1189,979,2
8/5/20,2084,39,1652,1208,992,2
8/6/20,2026,39,1670,1277,992,4
8/7/20,1945,39,1637,1344,992,4
8/8/20,1945,39,1653,1403,1036,5
8/9/20,2016,39,1688,1441,1036,5
8/10/20,2022,39,1688,1459,1074,5
8/11/20,2001,39,1715,1566,1074,5
8/12/20,2072,39,1729,1643,1074,6
8/13/20,2072,39,1731,1758,1074,7
8/14/20,2172,39,1686,1855,1074,8
8/15/20,2079,39,1723,1948,1074,8
8/16/20,2103,39,1710,2053,1178,9
8/17/20,2143,39,1708,2132,1181,10
8/18/20,2303,39,1698,2277,1182,11
8/19/20,2169,39,1615,2390,1182,13
8/20/20,2185,39,1655,2427,1295,13
8/21/20,2218,39,1645,2516,1295,14
8/22/20,2298,39,1641,2621,1295,16
8/23/20,2378,39,1631,2690,1295,17
8/24/20,2300,39,1635,2762,1304,19
8/25/20,2469,39,1622,2831,1319,19
8/26/20,2332,39,1626,2928,1416,19
8/27/20,2452,39,1614,2991,1485,19
8/28/20,2391,39,1595,3102,1485,23
8/29/20,2516,39,1598,3200,1485,23
8/30/20,2593,58,1608,3301,1513,26
8/31/20,2592,58,1600,3361,1514,27
9/1/20,2554,58,1601,3449,1575,27
9/2/20,2651,58,1612,3595,1631,27
9/3/20,2771,59,1610,3700,1810,27
9/4/20,2771,59,1614,3848,1891,27
9/5/20,2872,59,1593,3916,2190,28
9/6/20,2808,59,1605,4069,2456,31
9/7/20,2808,59,1607,4198,2749,32
9/8/20,2837,66,1621,4319,2961,33
9/9/20,1919,622,816,4479,3057,33
9/10/20,2082,584,886,4563,3228,33
9/11/20,1924,581,940,4680,3344,34
9/12/20,2028,581,939,4756,3427,35
9/13/20,2028,581,942,4834,3505,36
9/14/20,2248,595,928,4942,3505,38
9/15/20,2092,563,962,5082,3621,38
9/16/20,2131,560,972,5216,3754,40
9/17/20,2109,536,942,5378,3916,41
9/18/20,2109,536,954,5565,3952,43
9/19/20,2111,536,953,5631,4020,44
9/20/20,2212,536,940,5709,4080,44
9/21/20,2126,531,940,5831,4188,46
9/22/20,2159,446,857,5994,4351,46
9/23/20,2230,445,865,6090,5317,47
9/24/20,2144,449,853,6198,5517,50
9/25/20,2161,434,824,6314,5787,52
9/26/20,2161,432,835,6426,5923,52
9/27/20,2189,434,834,6585,6035,52
