Date,p3_test,p3_isolation,p3_quar,p3_infected,p3_recovered,p3_death
7/11/20,8299,48,1544,1005,586,9
7/12/20,8300,106,1140,1019,593,9
7/13/20,8350,106,1111,1032,682,9
7/14/20,8308,106,1102,1039,682,9
7/15/20,8313,106,1079,1057,700,9
7/16/20,8313,106,1079,1061,710,9
7/17/20,8313,106,1079,1069,728,9
7/18/20,8313,106,1079,1070,728,9
7/19/20,8337,106,1027,1074,736,9
7/20/20,8338,108,1591,1077,741,9
7/21/20,8324,91,1581,1100,773,9
7/22/20,8333,91,1579,1104,777,9
7/23/20,8333,91,1579,1113,791,9
7/24/20,8333,90,1549,1125,802,9
7/25/20,8307,91,1549,1130,805,9
7/26/20,8304,26,1523,1140,807,9
7/27/20,8304,26,958,1147,826,9
7/28/20,8304,26,958,1207,832,9
7/29/20,8305,85,1522,1229,832,9
7/30/20,8305,85,1522,1282,885,9
7/31/20,8304,85,1649,1323,920,9
8/1/20,8304,85,1649,1332,920,9
8/2/20,8304,85,1649,1365,929,9
8/3/20,8307,26,1649,1419,983,9
8/4/20,8307,26,1649,1484,983,9
8/5/20,8307,26,1649,1553,1020,9
8/6/20,8317,85,959,1651,1059,9
8/7/20,8317,85,959,1766,1066,9
8/8/20,8317,85,959,1855,1146,10
8/9/20,8317,85,959,1961,1146,10
8/10/20,8309,87,1649,2041,1152,12
8/11/20,8325,87,1649,2200,1207,14
8/12/20,8304,87,1700,2383,1252,16
8/13/20,8326,26,1700,2563,1252,16
8/14/20,8326,26,1700,2729,1252,16
8/15/20,8326,26,1700,2876,1291,16
8/16/20,8326,26,1700,3078,1310,16
8/17/20,8326,26,1700,3265,1332,17
8/18/20,8304,87,1700,3578,1332,18
8/19/20,8318,87,1700,3762,1412,21
8/20/20,8318,87,1700,3998,1429,23
8/21/20,8318,87,1700,4248,1534,28
8/22/20,8318,87,1700,4535,1595,30
8/23/20,8304,26,959,4740,1675,30
8/24/20,8304,26,959,5029,1675,31
8/25/20,8304,26,959,5325,1705,34
8/26/20,8304,26,959,5713,1772,34
8/27/20,8304,26,1700,6235,1949,36
8/28/20,8304,26,1700,6767,2068,39
8/29/20,8304,26,1700,7049,2068,45
8/30/20,8304,26,1700,7613,2072,48
8/31/20,8304,26,959,8050,2087,50
9/1/20,8304,26,959,8624,2123,54
9/2/20,8318,26,1700,9097,2244,63
9/3/20,8318,26,1700,9643,2356,66
9/4/20,8348,26,1700,10250,2537,70
9/5/20,8348,26,1700,10768,3049,74
9/6/20,8328,26,1700,11173,3692,78
9/7/20,8341,26,1700,11630,4379,83
9/8/20,8318,26,1700,12094,5446,85
9/9/20,49,1229,431,12645,5752,87
9/10/20,29,1339,1155,13321,6396,91
9/11/20,29,1365,1166,14165,7036,92
9/12/20,29,1365,1166,14808,7323,98
9/13/20,34,1365,1166,15479,8191,105
9/14/20,34,1365,1166,16068,8599,114
9/15/20,0,2178,389,16891,9189,119
9/16/20,32,1385,1128,17710,9648,125
9/17/20,0,2049,413,18505,10327,127
9/18/20,33,1479,1154,19621,10699,131
9/19/20,33,1479,1154,20413,11508,137
9/20/20,33,1479,1154,21251,11962,144
9/21/20,33,1479,1154,21955,12521,154
9/22/20,24,1572,424,22683,12881,156
9/23/20,33,1563,431,23363,13484,159
9/24/20,70,1571,422,24309,13633,166
9/25/20,88,1571,423,25053,14262,168
9/26/20,87,1563,431,25859,14566,173
9/27/20,96,1571,422,26761,15198,178
